music_samples,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trigger.started,trigger.stopped,discard.started,text_discard.started,discard.stopped,trial.started,text_rest.started,text_mi.started,text_rest.stopped,text_mi.stopped,sound_noise.started,text_noise.started,sound_noise.stopped,text_noise.stopped,sound_music.started,text_music.started,sound_music.stopped,image_report.started,key_resp_rating.started,text_music.stopped,text_inter.started,image_report.stopped,key_resp_rating.stopped,trial.stopped,key_resp_rating.keys,image_rating_idx,participant,session,trigger,response_box,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.040471800000887015,45.720996000000014,,,,,,,,,,,,,,,,,,,,,,,,,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
,,,,,,,,,45.7210156000001,45.73134290000053,57.72262220000084,,,,,,,,,,,,,,,,,,,,,,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
audio/music_sample_n_004.wav,0,0,0,2,57.81876430000011,,,,,,,57.759444900000744,57.81876430000011,69.72282350000023,69.82292140000027,81.72329979999995,81.72333426666616,81.72329979999995,93.7362905000009,93.7362905000009,93.7284978666669,93.7362905000009,105.97710300000108,105.97710300000108,105.97710300000108,106.03747599999951,111.76198459999978,112.0289045999998,112.0289045999998,117.73008680000021,None,2,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
audio/music_sample_p_003.wav,0,1,1,6,117.77319820000048,,,,,,,117.73247430000083,117.77319820000048,129.72505020000062,129.78014090000033,141.72543849999965,141.72543646666625,141.72543849999965,153.72740730000078,153.72740730000078,153.72586846666698,153.72740730000078,165.77968610000062,165.77968610000062,165.77968610000062,165.83207589999984,171.76877760000025,171.81866360000095,171.81866360000095,177.72691149999991,None,3,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
audio/music_sample_p_001.wav,0,2,2,3,177.77001940000082,,,,,,,177.7274082999993,177.77001940000082,189.73195470000064,189.78180360000079,201.7442833999994,201.7275133666665,201.72769770000014,213.7367377999999,213.7367377999999,213.72802986666673,213.7367377999999,225.7850684999994,225.7850684999994,225.7850684999994,225.83533010000065,231.7946991000008,231.84776299999976,231.84776299999976,237.7290040000007,None,3,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
audio/music_sample_n_003.wav,0,3,3,0,237.77402380000058,,,,,,,237.7294918000007,237.77402380000058,249.72919060000095,249.77921030000107,261.7351524000005,261.735136366666,261.7351524000005,273.74793880000107,273.74793880000107,273.73015276666615,273.73013549999996,285.78276130000086,285.78276130000086,285.78276130000086,285.78276130000086,291.77677140000014,291.82782170000064,291.82782170000064,297.73620889999984,None,2,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
audio/music_sample_n_001.wav,0,4,4,4,297.77871290000076,,,,,,,297.7366913999995,297.77871290000076,309.7312743000002,309.7813169000001,321.73184949999995,321.7318522666667,321.73184949999995,333.7364082999993,333.7364082999993,333.73225926666623,333.7364082999993,345.82282739999937,345.7561012999995,345.7561012999995,345.82282739999937,351.7943443000004,351.7943443000004,351.7943443000004,357.7215924000011,None,1,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
audio/music_sample_n_002.wav,0,5,5,1,357.7554258,,,,,,,357.7218472000004,357.7554258,369.7222934000001,369.75555370000075,381.7228218,381.7228794666664,381.7228218,393.725575800001,393.725575800001,393.72319036666727,393.725575800001,405.78985719999946,405.78985719999946,405.78985719999946,405.78985719999946,411.7850154000007,411.8399480999997,411.8399480999997,417.7353545999995,None,1,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
audio/music_sample_p_002.wav,0,6,6,5,417.7792382000007,,,,,,,417.73582650000026,417.7792382000007,429.72447420000026,429.7911187999998,441.74155919999976,441.74148186666775,441.74155919999976,453.76537540000027,453.76537540000027,453.7252997666676,453.7197326000005,465.83085329999994,465.7636003000007,465.7636003000007,465.7636003000007,471.7781900000009,471.8310203000001,471.8310203000001,477.73746310000024,None,3,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
audio/music_sample_p_004.wav,0,7,7,7,477.78188410000075,,,,,,,477.7379333000008,477.78188410000075,489.7265631999999,489.7876682999995,501.72703619999993,501.72702356666764,501.72703619999993,513.7373888000002,513.7373888000002,513.7278353666663,513.7373888000002,525.8156770999994,525.764904900001,525.764904900001,525.8156770999994,531.7981,531.7981,531.7981,537.7283667000011,None,4,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
,,,,,,,,,537.7284942999995,537.7392799000008,549.728724300001,,,,,,,,,,,,,,,,,,,,,,loc169,001,True,True,2024-10-14_16h52.17.410,localizer,2024.1.5,None,2024-10-14 16h52.31.587231 +0100,
