music_samples,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trigger.started,trigger.stopped,discard.started,text_discard.started,discard.stopped,trial.started,text_rest.started,text_mi.started,text_rest.stopped,text_mi.stopped,sound_noise.started,text_noise.started,sound_noise.stopped,text_noise.stopped,sound_music.started,text_music.started,sound_music.stopped,image_report.started,key_resp_rating.started,text_music.stopped,text_inter.started,image_report.stopped,key_resp_rating.stopped,trial.stopped,key_resp_rating.keys,image_rating_idx,participant,session,trigger,response_box,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.05001690000017334,18.269772600000124,,,,,,,,,,,,,,,,,,,,,,,,,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
,,,,,,,,,18.269792399999915,18.275504300000193,30.271993500000008,,,,,,,,,,,,,,,,,,,,,,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
audio/music_sample_n_001.wav,0,0,0,4,30.347223799999938,,,,,,,30.293361999999888,30.347223799999938,42.26675890000024,42.355710400000135,54.27278950000027,54.272762066666715,54.27278950000027,66.27606850000029,66.27606850000029,66.27313686666663,66.27606850000029,78.4498010000002,78.4498010000002,78.4498010000002,78.50634740000032,84.33344209999996,84.48925580000014,84.48925580000014,90.28516260000015,None,4,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
audio/music_sample_p_003.wav,0,1,1,6,90.3226224,,,,,,,90.28554280000026,90.3226224,102.26882400000022,102.34107470000026,114.2747290000002,114.27495756666691,114.2747290000002,126.2761472000002,126.2761472000002,126.2752228666666,126.2761472000002,138.32183160000022,138.32183160000022,138.32183160000022,138.32183160000022,144.34574539999994,144.3958659,144.3958659,150.27609490000032,None,4,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
audio/music_sample_n_003.wav,0,2,2,0,150.31196980000004,,,,,,,150.2763288000001,150.31196980000004,162.27643100000023,162.3208982000001,174.27684520000003,174.2768511666666,174.27684520000003,186.27655200000027,186.27655200000027,186.2772885666666,186.27655200000027,198.32311890000028,198.32311890000028,198.32311890000028,198.32311890000028,204.34649070000023,204.3965201000001,204.3965201000001,210.27814820000003,None,4,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
audio/music_sample_p_001.wav,0,3,3,3,210.31369110000014,,,,,,,210.2783787000003,210.31369110000014,222.27804240000023,222.3281320000001,234.29002040000023,234.27329376666674,234.2733301000003,246.28588100000024,246.28588100000024,246.27870986666656,246.28588100000024,258.3352602,258.3352602,258.3352602,258.3899864,264.33237340000005,264.38285730000007,264.38285730000007,270.28016389999993,None,5,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
audio/music_sample_n_002.wav,0,4,4,1,270.32423689999996,,,,,,,270.28073410000025,270.32423689999996,282.2750831000003,282.32494480000014,294.27545980000014,294.27546036666695,294.27545980000014,306.2858317,306.2858317,306.280578066667,306.2858317,318.3352212,318.3352212,318.3352212,318.3890077000001,324.3426708000002,324.3948069000003,324.3948069000003,330.2814747000002,None,5,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
audio/music_sample_p_002.wav,0,5,5,5,330.31756640000003,,,,,,,330.28171220000013,330.31756640000003,342.2770473999999,342.3270884000003,354.2821944000002,354.28222446666655,354.2821944000002,366.2863050000001,366.2863050000001,366.28265336666686,366.2863050000001,378.3342708,378.3342708,378.3342708,378.38759040000014,384.3074409000001,384.4090639000001,384.4090639000001,390.2834498000002,None,5,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
audio/music_sample_n_004.wav,0,6,6,2,390.31822580000016,,,,,,,390.2837102000003,390.31822580000016,402.2791311000001,402.3291349000001,414.2794920000001,414.2795316666668,414.2794920000001,426.28738220000014,426.28738220000014,426.2799663666667,426.28738220000014,438.33228899999995,438.33228899999995,438.33228899999995,438.38375210000004,444.32700590000013,444.3770751000002,444.3770751000002,450.2809129000002,None,4,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
audio/music_sample_p_004.wav,0,7,7,7,450.32269840000026,,,,,,,450.28134150000005,450.32269840000026,462.2858556000001,462.33591750000005,474.28631210000003,474.26960736666683,474.2696269000003,486.27610730000015,486.27610730000015,486.2700034666666,486.27610730000015,498.32349220000015,498.32349220000015,498.32349220000015,498.3750890000001,504.3103013,504.35773500000005,504.35773500000005,510.28291720000016,None,5,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
,,,,,,,,,510.2831374000002,510.2995076000002,522.2716743000001,,,,,,,,,,,,,,,,,,,,,,loc001,001,True,True,2024-09-09_15h06.01.975,localizer,2024.1.5,None,2024-09-09 15h06.49.844227 +0100,
