music_samples,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trigger.started,trigger.stopped,discard.started,text_discard.started,discard.stopped,trial.started,text_rest.started,text_mi.started,text_rest.stopped,text_mi.stopped,sound_noise.started,text_noise.started,sound_noise.stopped,text_noise.stopped,sound_music.started,text_music.started,sound_music.stopped,image_report.started,key_resp_rating.started,text_music.stopped,text_inter.started,image_report.stopped,key_resp_rating.stopped,trial.stopped,key_resp_rating.keys,image_rating_idx,participant,session,trigger,response_box,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.040226300000540505,19.418982799999867,,,,,,,,,,,,,,,,,,,,,,,,,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
,,,,,,,,,19.419002100000398,19.425385200000164,31.420277300000635,,,,,,,,,,,,,,,,,,,,,,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
audio/music_sample_p_003.wav,0,0,0,6,31.49438569999984,,,,,,,31.44263570000021,31.49438569999984,43.4200778000004,43.50402050000048,55.4210520000006,55.4210535666664,55.4210520000006,67.42345260000002,67.42345260000002,67.4211963666669,67.42345260000002,79.60602730000028,79.60602730000028,79.60602730000028,79.66044070000044,85.48832940000011,85.64015089999975,85.64015089999975,91.4222348000003,None,5,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
audio/music_sample_n_004.wav,0,1,1,2,91.46585180000056,,,,,,,91.4229320000004,91.46585180000056,103.42246140000043,103.47248480000053,115.42279460000009,115.42275686666677,115.42279460000009,127.4232361000004,127.4232361000004,127.42333026666644,127.4232361000004,139.4779435999999,139.4779435999999,139.4779435999999,139.4779435999999,145.46372489999976,145.51109950000046,145.51109950000046,151.4245877000003,None,2,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
audio/music_sample_p_001.wav,0,2,2,3,151.47655570000006,,,,,,,151.4253034000003,151.47655570000006,163.4246946000003,163.49110050000036,175.42498539999997,175.42495906666707,175.42498539999997,187.43362510000043,187.43362510000043,187.42546086666724,187.43362510000043,199.4882849000005,199.4882849000005,199.4882849000005,199.54102729999977,205.48254129999987,205.5299210000003,205.5299210000003,211.4264247000001,None,4,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
audio/music_sample_p_004.wav,0,3,3,7,211.47174919999998,,,,,,,211.4270004,211.47174919999998,223.42651879999994,223.4765594999999,235.42704120000053,235.42710706666665,235.42704120000053,247.43325000000004,247.43325000000004,247.42746556666705,247.43325000000004,259.4800769000003,259.4800769000003,259.4800769000003,259.53317940000034,265.4765341000002,265.5249512999999,265.5249512999999,271.4285067999999,None,4,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
audio/music_sample_p_002.wav,0,4,4,5,271.4724470000001,,,,,,,271.42912440000055,271.4724470000001,283.42873599999984,283.4785890000003,295.42896389999987,295.4289662666672,295.42896389999987,307.4316432000005,307.4316432000005,307.42942096666707,307.4316432000005,319.4859330999998,319.4859330999998,319.4859330999998,319.53374090000034,325.49024910000026,325.5402144999998,325.5402144999998,331.4304524999998,None,5,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
audio/music_sample_n_002.wav,0,5,5,1,331.47489420000056,,,,,,,331.43114479999986,331.47489420000056,343.4306525000002,343.4806397000002,355.4309467000003,355.43094336666695,355.4309467000003,367.43168400000013,367.43168400000013,367.43134336666685,367.43168400000013,379.4736966999999,379.4736966999999,379.4736966999999,379.4736966999999,385.4938167999999,385.5417094000004,385.5417094000004,391.4326202000002,None,2,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
audio/music_sample_n_001.wav,0,6,6,4,391.4771780000001,,,,,,,391.43333840000014,391.4771780000001,403.43263690000003,403.4826496000005,415.4331782999998,415.43315196666686,415.4331782999998,427.43348530000003,427.43348530000003,427.43344186666695,427.43348530000003,439.48613699999987,439.48613699999987,439.48613699999987,439.48613699999987,445.4492841000001,445.54405469999983,445.54405469999983,451.43461110000044,None,1,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
audio/music_sample_n_003.wav,0,7,7,0,451.47778650000055,,,,,,,451.43521109999983,451.47778650000055,463.4180204000004,463.4846832000003,475.4185468000005,475.4184171666668,475.4185468000005,487.4213299000003,487.4213299000003,487.4189270666668,487.4213299000003,499.4773645000005,499.4773645000005,499.4773645000005,499.52494750000005,505.4938761000003,505.5694050000002,505.5694050000002,511.4200642000005,None,1,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
,,,,,,,,,511.42036199999984,511.43657500000063,523.4203348000001,,,,,,,,,,,,,,,,,,,,,,loc126,001,True,True,2024-10-07_16h25.40.314,localizer,2024.1.5,None,2024-10-07 16h26.29.425737 +0100,
